age,basket_size,churned,conversion_rate,customer_lifetime_value,device,discount_usage,membership_tier,monthly_spend,orders_per_month,region,return_rate,session_duration,tenure_months
36.9875,11.3966,yes,0.2175,280479.3502,mobile,0.7163,gold,2500.0,20.0,north,0.6713,344.7951,155.4586
30.5871,40.3335,yes,0.35,495129.8582,mobile,0.4212,gold,2481.8536,10.2684,west,0.3269,230.3317,138.7629
37.0431,42.2405,yes,0.35,447914.7625,mobile,0.918,gold,782.4049,20.0,south,0.0695,57.9768,192.8007
45.6255,28.2661,yes,0.3132,306160.3235,mobile,0.3933,gold,2500.0,20.0,east,0.8487,580.3244,30.0177
32.5771,41.4474,no,0.1387,496770.1857,mobile,0.8614,gold,2500.0,13.5805,south,0.088,434.7406,195.1354
81.3656,3.1107,yes,0.048,152145.047,mobile,0.2637,gold,2500.0,20.0,south,0.3796,419.5002,222.0412
79.7802,37.8987,yes,0.35,482918.1317,mobile,0.4133,gold,2500.0,7.3424,north,0.5276,347.1529,159.0433
22.7932,38.5439,yes,0.35,176504.8487,mobile,0.8355,gold,2500.0,20.0,east,0.8559,417.2841,18.9595
65.6169,23.9394,yes,0.35,243822.7873,mobile,0.3405,gold,2500.0,20.0,east,0.5139,188.7021,226.7071
83.6453,11.7205,yes,0.35,487532.3417,mobile,0.8679,gold,2500.0,20.0,north,0.188,167.4252,40.2429
50.1106,6.2515,no,0.1102,8293.9673,mobile,0.4608,gold,2500.0,20.0,north,0.5309,211.8221,29.28
27.1459,25.6073,yes,0.35,26578.536,mobile,0.2726,gold,1956.254,20.0,west,0.732,254.1304,71.2674
54.3778,6.35,yes,0.0499,124472.1225,mobile,0.1111,gold,2303.7581,20.0,west,0.5752,144.0215,128.1795
45.0735,11.7745,no,0.35,345841.8931,mobile,0.4952,gold,2500.0,12.2145,west,0.6369,423.8062,69.8269
70.6927,42.7756,yes,0.35,85116.287,mobile,0.6814,gold,2500.0,19.9293,north,0.4552,577.3836,160.1815
88.1034,44.1816,no,0.1707,380130.3761,mobile,0.0097,gold,2500.0,20.0,north,0.001,524.0579,113.9438
54.8699,9.1979,yes,0.1466,46955.0494,mobile,0.3046,gold,2500.0,20.0,west,0.7348,593.8861,62.5041
17.0035,18.2787,no,0.35,445686.2082,mobile,0.7745,gold,2500.0,20.0,north,0.5957,68.5439,164.9024
64.7932,7.94,no,0.35,122183.9025,mobile,0.741,gold,2500.0,20.0,north,0.7444,117.1114,229.2006
35.6329,34.2743,no,0.35,195513.1128,mobile,0.4173,gold,2500.0,18.5594,south,0.0411,312.5266,83.0426
37.3422,48.504,yes,0.35,342763.35,mobile,0.4663,gold,2500.0,20.0,east,0.6238,398.9279,73.5713
49.5855,11.6489,yes,0.35,61717.883,mobile,0.4884,gold,101.8049,20.0,east,0.8341,30.8913,33.9148
68.7766,7.9896,yes,0.35,216025.3919,mobile,0.9183,gold,2500.0,1.9282,east,0.9329,149.9884,163.1616
82.0845,46.0895,yes,0.35,86650.9846,mobile,0.4358,gold,2500.0,20.0,south,0.1392,460.8286,60.7549
38.5697,15.5694,yes,0.35,230577.1915,mobile,0.1834,gold,2500.0,20.0,west,0.096,316.4163,166.8979
50.5249,48.1109,yes,0.35,456279.1458,mobile,0.0264,gold,2500.0,5.3057,east,0.1406,544.2024,189.0051
71.8948,20.2403,no,0.35,2976.423,mobile,0.8075,gold,2500.0,20.0,south,0.0543,33.761,199.3447
57.8428,34.8391,yes,0.35,60721.3406,mobile,0.5846,gold,2500.0,20.0,north,0.7016,310.2422,135.3298
38.266,16.2337,no,0.35,3225.4003,mobile,0.485,gold,2500.0,6.8825,east,0.0,362.6706,29.9272
51.0569,41.8036,yes,0.35,27826.5809,mobile,0.1218,gold,2500.0,20.0,west,0.8203,505.1908,131.6659
26.8222,2.0612,no,0.1417,372299.2452,mobile,0.2407,gold,2500.0,20.0,south,0.2004,288.7994,70.1783
65.4098,20.1683,yes,0.35,53667.9196,mobile,0.4169,gold,2500.0,1.6782,east,0.4571,338.9612,3.6337
83.2,18.3816,yes,0.1393,441212.0943,mobile,0.4584,gold,182.4012,9.4989,north,0.5006,516.7523,51.3765
64.538,18.2415,yes,0.35,169645.5384,mobile,0.7152,gold,2500.0,16.7004,north,0.7626,182.455,95.149
58.6269,46.4432,no,0.35,262716.9537,mobile,0.1294,gold,2500.0,20.0,north,0.3481,370.8675,97.502
23.144,6.2048,no,0.35,238206.5033,mobile,0.7599,gold,2500.0,20.0,west,0.7326,142.7337,216.0508
84.2558,4.0344,no,0.2505,18709.1375,mobile,0.7499,gold,2500.0,20.0,west,0.6313,18.6462,42.6021
25.858,32.2324,no,0.35,97858.9738,mobile,0.4911,gold,2500.0,13.5298,east,0.7422,261.0037,127.3185
31.0619,40.6904,yes,0.35,179780.501,mobile,0.408,gold,2500.0,4.3179,west,0.1853,438.2563,218.7263
53.0629,18.4678,yes,0.35,426710.7999,mobile,0.8016,gold,2500.0,20.0,west,0.874,341.9223,31.399
33.0624,30.473,yes,0.3309,112010.6124,mobile,0.9406,gold,2500.0,15.0829,south,0.7033,41.7037,209.2821
45.5423,3.7758,yes,0.35,55437.2355,mobile,0.471,gold,2500.0,15.7832,north,0.03,203.4891,63.3506
56.4845,36.9598,no,0.35,331668.0637,mobile,0.8783,gold,2500.0,4.3747,west,0.948,542.69,169.0387
60.2629,31.0092,yes,0.0806,275712.626,mobile,0.9466,gold,2500.0,2.5045,north,0.0356,305.055,156.4305
17.5868,3.7125,yes,0.35,405681.5848,mobile,0.5342,gold,2500.0,20.0,west,0.7379,331.9451,13.4616
67.899,27.9277,no,0.1156,58996.2784,mobile,0.6157,gold,2500.0,20.0,north,0.3431,550.9231,57.9227
46.5668,37.8759,yes,0.35,268108.7873,mobile,0.0458,gold,2500.0,20.0,east,0.2499,35.0733,14.5404
39.2453,30.5184,no,0.35,499044.4045,mobile,0.1297,gold,2500.0,20.0,north,0.6566,46.7503,225.2705
48.8221,15.8332,yes,0.35,275702.9209,mobile,0.869,gold,2500.0,20.0,south,0.3189,325.3101,25.9464
21.805,45.6904,no,0.35,260497.474,mobile,0.3049,gold,2500.0,7.3649,west,0.7249,472.9761,9.5724
86.5253,2.0432,no,0.35,135149.2862,mobile,0.5882,gold,2500.0,20.0,west,0.0597,512.89,92.7608
19.2868,11.0808,yes,0.1844,215542.4823,mobile,0.0523,gold,2500.0,20.0,east,0.3478,16.5693,146.4887
41.2299,41.6327,yes,0.35,213774.5946,mobile,0.7292,gold,2500.0,3.4271,west,0.1092,233.4782,173.39
58.3726,28.8468,yes,0.35,81274.4348,mobile,0.3813,gold,2500.0,20.0,south,0.1319,10.0949,192.1018
40.9774,20.3355,yes,0.35,180847.4335,mobile,0.6592,gold,2500.0,20.0,west,0.608,75.4595,136.8574
50.2416,22.5556,yes,0.35,482942.7464,mobile,0.4802,gold,2500.0,13.0705,north,0.0586,563.3617,67.0705
35.0925,39.55,no,0.2595,247464.4636,mobile,0.2274,gold,2500.0,20.0,south,0.656,140.3708,157.4496
19.1047,36.1505,no,0.0608,357274.7819,mobile,0.2591,gold,2500.0,20.0,east,0.8575,212.6477,172.6783
53.5134,6.5459,no,0.0775,102020.9578,mobile,0.5704,gold,2500.0,20.0,south,0.0714,256.4587,68.6572
88.1573,44.9722,no,0.35,471239.7753,mobile,0.2941,gold,623.1481,20.0,south,0.2909,90.8879,142.3034
53.7989,39.2628,no,0.35,290743.2493,mobile,0.3441,gold,2500.0,20.0,west,0.0326,436.0296,92.0804
55.8836,6.9409,no,0.35,399102.7737,mobile,0.6071,gold,2500.0,20.0,south,0.3169,117.8191,138.4833
33.0859,16.426,yes,0.35,346536.5665,mobile,0.445,gold,2500.0,20.0,north,0.0797,336.7138,19.2701
49.2236,21.5237,yes,0.35,413391.9589,mobile,0.1253,gold,2500.0,20.0,south,0.4076,351.2684,34.0155
24.7293,21.0166,yes,0.35,74199.2875,mobile,0.4942,gold,2500.0,11.8863,east,0.1799,272.9874,40.8583
25.3534,2.6697,yes,0.35,345023.2825,mobile,0.9899,gold,2500.0,20.0,south,0.9186,542.652,85.6939
24.8082,44.9739,yes,0.35,295739.0011,mobile,0.6166,gold,2500.0,2.7143,west,0.7387,213.6196,108.286
37.4075,24.3782,yes,0.1346,91725.3894,mobile,0.766,gold,2500.0,20.0,west,0.0838,537.4639,142.8592
39.7123,9.6594,yes,0.35,139649.7933,mobile,0.773,gold,2500.0,20.0,west,0.0483,311.0889,126.5213
39.5748,9.7424,no,0.1432,406993.5901,mobile,0.7346,gold,2500.0,12.6408,north,0.5191,345.5076,148.0991
24.7728,14.4186,no,0.35,442674.5816,mobile,0.2885,gold,2500.0,20.0,north,0.7535,554.785,160.2776
18.0239,45.2245,yes,0.35,269914.8749,mobile,0.799,gold,133.3021,20.0,north,0.0258,122.6814,226.0916
77.4968,15.4521,no,0.1096,353161.1,mobile,0.8447,gold,2500.0,20.0,north,0.2631,518.8371,238.3455
69.8248,17.0287,yes,0.35,138054.0149,mobile,0.6306,gold,2500.0,20.0,north,0.7068,189.5711,222.0105
78.2659,33.3954,yes,0.35,17818.0931,mobile,0.6345,gold,159.4118,8.2125,west,0.3762,565.9543,161.9301
76.2263,36.9445,no,0.2826,99286.4841,mobile,0.8759,gold,2500.0,20.0,east,0.7494,2.9154,17.0754
46.9438,13.8906,yes,0.35,291949.4779,mobile,0.6377,gold,2500.0,20.0,west,0.1801,180.7602,56.4225
74.9592,20.2183,yes,0.35,240479.5263,mobile,0.0965,gold,2247.3484,20.0,east,0.755,173.0755,232.6776
29.0384,47.8595,no,0.35,173789.2877,mobile,0.3981,gold,2500.0,20.0,south,0.8401,518.5415,144.6531
53.5541,44.6007,no,0.35,30401.6306,mobile,0.7718,gold,2500.0,19.0571,north,0.3914,265.729,96.2844
41.1483,41.1077,yes,0.3085,204905.7715,mobile,0.5725,gold,2500.0,12.372,east,0.6253,568.7788,147.5796
75.3786,5.4224,no,0.35,456114.2823,mobile,0.7668,gold,2500.0,20.0,north,0.5186,217.8966,48.4271
37.4739,8.9088,yes,0.35,206697.6399,mobile,0.553,gold,2500.0,1.0,north,0.8455,453.318,126.8467
36.9486,2.188,yes,0.35,344035.0154,mobile,0.0338,gold,2500.0,20.0,east,0.3779,241.0498,196.5727
53.3337,35.471,yes,0.35,10077.0891,mobile,0.7427,gold,2500.0,20.0,east,0.0956,353.3293,94.4786
38.3594,23.4864,yes,0.0997,484631.1944,mobile,0.5762,gold,2500.0,20.0,west,0.2223,244.3921,67.5753
17.2737,25.3547,yes,0.35,186368.8333,mobile,0.5466,gold,2166.0859,13.4437,south,0.9752,239.0118,56.4756
40.6002,40.6744,yes,0.35,47694.5175,mobile,0.1693,gold,2500.0,20.0,east,0.25,85.657,148.3407
72.7882,13.3492,yes,0.3115,168934.2403,mobile,0.1506,gold,2500.0,20.0,south,0.4065,4.3375,166.005
87.0012,12.5512,no,0.35,241498.1667,mobile,0.5548,gold,2500.0,20.0,east,0.9212,255.9955,19.5236
28.2986,22.4425,yes,0.35,19530.9739,mobile,0.4242,gold,2500.0,20.0,east,0.4872,449.6471,131.7533
48.2255,15.417,no,0.35,338341.5799,mobile,0.5225,gold,2500.0,20.0,south,0.6502,85.769,126.057
50.9361,11.3202,no,0.3302,373382.1203,mobile,0.9962,gold,2500.0,9.8543,east,0.7151,284.8484,76.9274
89.505,1.2745,no,0.35,99633.8192,mobile,0.0938,gold,2500.0,5.6829,north,0.625,357.0782,16.9585
36.319,41.217,no,0.35,292234.1925,mobile,0.3058,gold,2500.0,20.0,east,0.2547,325.0692,158.5888
70.0687,14.7193,yes,0.2629,51161.0624,mobile,0.7969,gold,2500.0,20.0,north,0.3302,463.4152,142.5286
28.4394,39.3849,no,0.35,45669.1344,mobile,0.8034,gold,2500.0,9.8891,west,0.8746,194.6794,215.1328
65.1983,17.0274,no,0.35,58648.2482,mobile,0.5601,gold,2500.0,20.0,north,0.4745,187.7453,125.7546
85.9663,41.8466,yes,0.35,419938.0518,mobile,0.5605,gold,2500.0,20.0,south,0.6854,335.1851,105.0638
79.2976,38.7665,no,0.346,212038.9648,mobile,0.617,gold,2500.0,20.0,south,0.191,225.1493,224.033
54.9242,1.2751,yes,0.3104,47054.242,mobile,0.3689,gold,2500.0,20.0,south,0.6068,21.0834,66.7134
36.2889,3.8041,no,0.35,15213.2469,mobile,0.718,gold,2500.0,20.0,east,0.4545,105.0888,180.2347
61.3561,35.9522,yes,0.35,88453.8363,mobile,0.8509,gold,1656.4924,20.0,north,0.1194,266.5834,170.8312
64.4778,37.1352,no,0.3327,335995.4612,mobile,0.8997,gold,2500.0,10.1528,west,0.9863,433.5592,88.5353
77.991,33.8124,yes,0.065,412523.7717,mobile,0.5015,gold,2500.0,5.0381,south,0.4434,166.0397,48.4853
36.2585,18.1836,no,0.3415,284086.6329,mobile,0.6963,gold,2500.0,20.0,north,0.1163,55.2465,175.3625
74.3665,11.6588,no,0.35,40637.4666,mobile,0.7243,gold,2500.0,20.0,west,0.6423,540.986,46.6696
68.2376,9.7222,yes,0.1404,157770.49,mobile,0.226,gold,2500.0,20.0,south,0.1771,177.6645,167.7164
58.8235,18.0941,no,0.35,224836.5724,mobile,0.631,gold,2500.0,2.2039,south,0.8347,232.0227,129.5698
63.8046,34.4189,no,0.2887,171090.5831,mobile,0.9685,gold,2500.0,20.0,east,0.269,308.4502,51.3626
84.222,26.3345,no,0.35,237604.9092,mobile,0.4672,gold,2500.0,20.0,east,0.6583,540.8637,78.0469
27.7475,24.2993,yes,0.3367,451489.9369,mobile,0.1871,gold,2500.0,9.7647,west,0.5468,451.4751,105.9231
51.0443,12.9358,no,0.35,300470.9607,mobile,0.4826,gold,2500.0,2.4077,south,0.929,141.3475,224.4063
86.5947,20.6368,no,0.03,256102.1751,mobile,0.9224,gold,2500.0,20.0,east,0.9428,119.8788,233.4102
87.8041,16.1544,no,0.35,400744.812,mobile,0.4587,gold,2500.0,1.0,north,0.1475,529.8899,73.0065
48.3046,36.4826,no,0.1541,277674.1156,mobile,0.7756,gold,98.8957,9.5598,west,0.0999,330.3476,95.1773
68.2606,38.3898,yes,0.0958,64251.1968,mobile,0.763,gold,2500.0,20.0,east,0.898,492.0549,175.5589
41.6682,33.824,yes,0.35,13448.1349,mobile,0.8856,gold,2500.0,14.1095,north,0.3623,301.3721,1.3804
52.9963,3.1681,yes,0.3019,46425.1762,mobile,0.3841,gold,2500.0,9.0449,north,0.3111,405.4885,115.8758
45.468,26.3501,no,0.1064,403114.4682,mobile,0.3463,gold,2500.0,20.0,west,0.4045,484.3425,39.4512
16.8576,33.037,yes,0.35,211228.5337,mobile,0.0545,gold,2500.0,20.0,south,0.116,484.4679,218.0624
24.2637,9.7631,yes,0.35,379805.3912,mobile,0.8703,gold,1600.1822,1.0,west,0.9482,424.8313,62.6229
36.8468,6.956,yes,0.35,183552.0605,mobile,0.8892,gold,2500.0,15.1396,south,0.3375,178.3905,196.7815
46.8625,22.8917,no,0.2977,17807.538,mobile,0.1117,gold,2500.0,20.0,west,0.3962,105.965,128.8615
47.9014,14.4601,no,0.35,344495.9805,mobile,0.2441,gold,2500.0,20.0,east,0.7327,314.6117,110.5623
26.8595,48.8653,no,0.35,441018.4439,mobile,0.3819,gold,2500.0,4.7259,east,0.9274,449.8109,101.9846
77.9271,22.2383,yes,0.1164,95821.8186,mobile,0.261,gold,2500.0,20.0,north,0.8542,147.0077,191.95
72.2932,22.4103,yes,0.35,389154.4871,mobile,0.2769,gold,2500.0,20.0,west,0.9097,407.2467,66.1704
64.6337,14.4637,yes,0.35,395129.1106,mobile,0.6349,gold,1942.9539,13.4895,south,0.709,133.4136,147.1213
56.0679,24.3045,no,0.35,171475.3596,mobile,0.3196,gold,2500.0,9.1067,south,0.8544,299.8858,128.2054
45.8174,33.3742,yes,0.35,39304.2588,mobile,0.4865,gold,2500.0,4.9855,east,0.748,318.2255,73.6638
27.5366,29.6619,yes,0.35,282446.2184,mobile,0.4154,gold,2500.0,20.0,west,0.2839,446.6872,237.5336
60.927,42.6337,yes,0.097,109152.6904,mobile,0.9921,gold,2500.0,10.7173,south,0.1591,466.7373,176.5361
71.5948,21.4908,yes,0.35,159701.7488,mobile,0.3632,gold,2112.7755,20.0,west,0.9602,457.2901,76.9482
72.0053,15.0279,no,0.35,78483.9016,mobile,0.8733,gold,2500.0,1.0,west,0.8299,457.998,157.8296
46.3617,32.1844,no,0.35,69286.0209,mobile,0.6199,gold,2500.0,20.0,east,0.7321,567.3479,78.6799
86.4366,2.1133,no,0.35,394939.9317,mobile,0.3893,gold,2500.0,11.5819,north,0.9132,275.2036,173.8114
39.8816,15.3561,no,0.35,103503.6354,mobile,0.4612,gold,2500.0,20.0,north,0.9897,478.2554,233.5005
34.1199,36.3803,yes,0.0698,374304.2873,mobile,0.682,gold,2500.0,20.0,east,0.4702,231.804,188.1472
48.4506,41.5599,yes,0.0598,405831.1969,mobile,0.8283,gold,2500.0,2.3944,east,0.3994,556.5066,151.3951
26.8028,13.8625,no,0.35,376788.9283,mobile,0.1118,gold,2500.0,20.0,south,0.3398,547.8718,191.1372
63.5106,4.6294,yes,0.35,245788.4653,mobile,0.2447,gold,2500.0,17.7175,north,0.4447,472.637,168.1952
26.9538,15.1331,yes,0.221,185425.5593,mobile,0.3627,gold,2500.0,20.0,north,0.1583,380.7029,114.5931
71.0363,35.059,yes,0.1465,146166.4396,mobile,0.3842,gold,2500.0,1.6803,west,0.2117,182.471,140.6321
61.766,9.3501,yes,0.3442,77938.4285,mobile,0.8526,gold,2500.0,20.0,west,0.8654,291.6622,41.4199
17.0532,47.4005,yes,0.3424,154654.1423,mobile,0.2243,gold,2500.0,20.0,north,0.7893,390.348,86.2038
70.862,18.8145,no,0.0328,313201.0143,mobile,0.952,gold,2500.0,16.2884,north,0.9617,508.1168,129.5173
34.1072,40.0662,yes,0.1827,468166.7188,mobile,0.8575,gold,2500.0,20.0,east,0.1774,587.6471,64.5174
83.0544,7.4949,no,0.3028,103866.0229,mobile,0.2439,gold,2500.0,20.0,east,0.0983,529.1028,13.2088
48.7005,24.3258,yes,0.0999,294687.935,mobile,0.5983,gold,2500.0,1.0,west,0.4298,543.0883,173.0756
89.4256,13.3356,no,0.35,135371.6012,mobile,0.6311,gold,2500.0,20.0,south,0.2838,387.5225,64.1438
62.3182,6.462,yes,0.35,91090.1408,mobile,0.0065,gold,2500.0,20.0,south,0.4958,108.0983,182.7446
63.2033,27.3909,yes,0.1827,389395.8968,mobile,0.7629,gold,2500.0,20.0,north,0.32,318.7093,25.5972
39.9586,10.4033,yes,0.35,85888.646,mobile,0.1579,gold,2500.0,19.5409,north,0.5165,284.7913,143.2599
85.0304,24.1271,yes,0.35,151809.0605,mobile,0.145,gold,2500.0,20.0,west,0.7452,270.375,102.6462
20.0927,21.0306,yes,0.35,69965.1427,mobile,0.4569,gold,2500.0,20.0,west,0.2022,397.5707,62.1671
74.5281,16.9586,yes,0.35,99726.0727,mobile,0.215,gold,2500.0,20.0,east,0.1068,146.6396,78.7904
73.8109,20.1131,yes,0.35,353244.3288,mobile,0.2498,gold,2500.0,20.0,east,0.0593,34.6126,82.9034
50.9162,44.1616,yes,0.074,488589.3791,mobile,0.7324,gold,2500.0,20.0,south,0.5898,344.8788,135.2789
57.1939,41.0482,yes,0.35,70233.7838,mobile,0.7699,gold,2500.0,20.0,north,0.7391,574.3629,87.3339
39.7738,12.1564,yes,0.35,99492.5897,mobile,0.9714,gold,2500.0,20.0,east,0.9327,85.0217,154.4954
77.5439,3.954,yes,0.35,186737.1798,mobile,0.5657,gold,2500.0,20.0,east,0.8731,196.9149,129.7754
70.3481,28.7,no,0.35,390294.1052,mobile,0.5318,gold,2500.0,20.0,south,0.0877,553.5756,146.7975
50.4629,44.5784,yes,0.35,76102.6578,mobile,0.3304,gold,2500.0,20.0,south,0.454,468.8866,177.7306
16.4702,41.5829,no,0.03,112614.9681,mobile,0.4271,gold,2500.0,13.3734,north,0.6745,196.6449,110.403
29.9747,8.2659,yes,0.3085,50448.2464,mobile,0.5334,gold,2500.0,2.3672,north,0.1273,209.7632,17.5548
38.4168,21.7899,yes,0.2711,468151.1332,mobile,0.2172,gold,2500.0,8.2387,north,0.8989,264.3449,200.3636
44.1508,22.8938,no,0.35,102816.1338,mobile,0.3805,gold,2500.0,5.5711,east,0.1751,548.0566,174.1599
85.6115,37.2915,yes,0.35,497678.7802,mobile,0.4151,gold,2500.0,5.4475,west,0.5069,287.3094,122.5877
75.4525,20.6151,no,0.35,177340.5498,mobile,0.9457,gold,2500.0,20.0,west,0.8478,181.116,239.9299
17.1729,48.2475,yes,0.35,448665.5977,mobile,0.0454,gold,2500.0,10.6415,north,0.0093,311.6546,34.5127
80.1095,33.3867,no,0.35,207438.1852,mobile,0.1575,gold,2500.0,20.0,north,0.9653,445.438,194.6664
18.2185,10.9998,no,0.35,186592.0607,mobile,0.8414,gold,2500.0,1.7087,west,0.0258,18.0696,113.4501
72.4252,36.4036,yes,0.1697,50057.6236,mobile,0.3487,gold,2500.0,20.0,north,0.0663,581.2695,111.9996
79.4118,40.6618,no,0.03,238121.7348,mobile,0.8995,gold,2500.0,19.3726,north,0.54,574.1863,160.7552
25.3116,26.222,yes,0.35,71297.7656,mobile,0.6592,gold,2500.0,20.0,south,0.2823,369.3937,60.6971
68.5741,23.6453,no,0.35,258452.1792,mobile,0.9876,gold,2500.0,20.0,east,0.3279,225.4876,35.7078
74.7704,48.997,no,0.03,317315.3253,mobile,0.8354,gold,2500.0,20.0,west,0.0117,288.985,205.9856
89.4597,23.2065,yes,0.2628,219931.4986,mobile,0.745,gold,2500.0,20.0,east,0.3374,598.0147,45.5303
65.4329,17.7764,no,0.35,31558.8854,mobile,0.3654,gold,2500.0,20.0,north,0.1262,137.0479,110.3266
80.6247,16.0445,no,0.35,492155.8497,mobile,0.083,gold,2500.0,20.0,east,0.3976,564.8086,239.6522
30.7021,37.4852,no,0.35,389968.8466,mobile,0.5629,gold,2500.0,2.8197,east,0.5332,324.1349,166.793
66.3494,32.1105,no,0.35,113128.7472,mobile,0.9306,gold,2500.0,20.0,west,0.9551,254.9854,49.3249
82.6708,48.6284,no,0.35,234002.0736,mobile,0.1361,gold,2500.0,1.0,north,0.2513,333.8987,75.4737
26.6406,41.2996,yes,0.35,403494.1382,mobile,0.9509,gold,2500.0,20.0,south,0.6461,235.2088,47.2157
26.3926,20.6706,yes,0.35,292964.8643,mobile,0.6723,gold,2500.0,8.5445,west,0.2755,197.1542,153.1848
33.1814,22.4753,no,0.35,270629.7403,mobile,0.61,gold,2500.0,20.0,east,0.7543,432.2841,210.1813
62.3905,21.8696,yes,0.1685,354880.3355,mobile,0.8655,gold,2500.0,17.4664,west,0.5228,54.0552,175.8905
47.2039,32.2649,yes,0.35,140101.7824,mobile,0.7241,gold,2500.0,15.1002,east,0.5078,252.3676,200.8748
68.7691,24.7919,yes,0.35,110694.0679,mobile,0.4338,gold,2500.0,20.0,east,0.8263,293.2293,145.9871
60.523,29.9268,yes,0.35,477035.7389,mobile,0.5756,gold,2349.4673,20.0,south,0.3607,403.893,217.0057
63.8845,22.572,no,0.35,431705.6333,mobile,0.0373,gold,2500.0,20.0,east,0.7444,259.6466,218.0314
62.6586,17.1191,no,0.2923,206071.9572,mobile,0.0284,gold,2500.0,20.0,east,0.3586,410.124,85.2184
40.0139,35.2561,no,0.35,384305.5695,mobile,0.1606,gold,2500.0,20.0,south,0.6483,444.6822,181.0433
42.0335,27.3735,no,0.35,482951.8133,mobile,0.3165,gold,2500.0,20.0,south,0.0904,244.2331,149.6101
79.3422,24.7866,yes,0.337,218884.5496,mobile,0.3615,gold,2500.0,10.1126,west,0.0159,114.6841,75.2161
61.7669,4.7208,no,0.0934,355832.7839,mobile,0.9147,gold,2500.0,20.0,south,0.1458,204.7582,85.5581
61.3931,48.5665,no,0.3238,112412.4283,mobile,0.8261,gold,2500.0,9.3007,west,0.9927,16.7892,54.648
63.9442,11.5824,yes,0.03,121840.1006,mobile,0.0208,gold,2500.0,20.0,west,0.4145,331.1845,136.7725
71.2627,35.6306,no,0.35,401713.0427,mobile,0.2636,gold,2500.0,20.0,north,0.9369,192.7727,86.3407
23.15,45.9565,no,0.35,354176.9589,mobile,0.5354,gold,2096.1524,20.0,east,0.2278,209.6573,168.8125
50.0577,22.4557,no,0.35,32328.8811,mobile,0.9958,gold,442.3037,20.0,east,0.6503,537.6091,114.9137
86.6503,14.5284,yes,0.252,448264.4712,mobile,0.0276,gold,2500.0,20.0,south,0.7644,80.8807,95.7028
33.2098,40.1224,yes,0.35,203570.9997,mobile,0.7663,gold,2500.0,20.0,east,0.8627,582.5622,13.6601
61.4249,26.9588,yes,0.35,366278.1685,mobile,0.2488,gold,2500.0,20.0,south,0.1793,109.5616,156.2083
22.5938,47.3612,yes,0.35,474514.9452,mobile,0.3875,gold,2500.0,20.0,south,0.1385,206.6339,23.9113
52.9765,10.0438,no,0.35,113320.1024,mobile,0.9856,gold,2500.0,20.0,south,0.7518,314.7965,5.8758
23.0663,1.0847,no,0.35,6289.24,mobile,0.3269,gold,2500.0,20.0,north,0.5681,225.5268,17.584
55.6058,48.8129,no,0.097,341590.542,mobile,0.1547,gold,2500.0,10.6157,east,0.4407,507.7379,185.5041
85.2117,44.5234,no,0.35,60141.5403,mobile,0.9342,gold,2500.0,6.4665,north,0.683,354.4737,41.0051
89.8033,46.08,yes,0.35,464303.2352,mobile,0.548,gold,2500.0,20.0,west,0.1164,333.1226,81.8642
29.9372,20.8099,no,0.35,458305.2508,mobile,0.9211,gold,2500.0,20.0,west,0.7076,503.5983,24.6085
72.0123,32.5167,yes,0.2826,67737.8343,mobile,0.7635,gold,2500.0,20.0,west,0.4042,226.8631,118.2212
61.1151,15.989,no,0.35,385370.386,mobile,0.7708,gold,2500.0,20.0,east,0.0416,568.1211,74.4016
55.5376,3.3132,no,0.3029,94119.5054,mobile,0.9642,gold,1048.7051,20.0,east,0.8737,443.3855,126.2323
83.389,5.8339,yes,0.35,446178.0385,mobile,0.7124,gold,1459.2696,12.2165,south,0.2067,384.6123,4.7267
16.3507,12.779,no,0.35,415652.0193,mobile,0.9844,gold,2500.0,20.0,south,0.3718,502.8346,11.6969
81.2639,21.7192,yes,0.35,431871.6895,mobile,0.6262,gold,2500.0,20.0,south,0.7366,164.2963,165.9772
78.3549,10.2853,no,0.35,126712.7417,mobile,0.0104,gold,2500.0,2.508,east,0.7671,78.2041,165.7904
27.7604,39.7683,yes,0.0665,268469.8527,mobile,0.1674,gold,2500.0,20.0,east,0.715,417.3165,69.0688
72.3132,20.3504,no,0.35,101063.0539,mobile,0.0865,gold,2500.0,12.0473,west,0.5182,22.3814,115.4379
29.6514,38.3645,no,0.35,120875.9227,mobile,0.6153,gold,2500.0,8.5655,east,0.597,25.5901,224.1341
58.0913,47.4809,yes,0.3413,475207.1993,mobile,0.9218,gold,2500.0,12.039,north,0.6441,235.3958,37.5903
29.6133,10.5226,yes,0.35,219435.7962,mobile,0.8713,gold,1387.6576,14.7466,east,0.5286,334.555,35.2639
46.3344,27.1794,no,0.35,84957.621,mobile,0.9328,gold,2500.0,8.6092,north,0.1038,140.9635,92.11
72.401,2.7246,no,0.35,9896.6794,mobile,0.824,gold,2500.0,20.0,south,0.3861,411.6804,93.4373
41.5408,49.4109,yes,0.35,459713.2612,mobile,0.1531,gold,2500.0,20.0,south,0.1444,382.6188,42.6704
70.7604,22.1551,no,0.2999,21277.4443,mobile,0.4104,gold,2500.0,20.0,west,0.9875,75.8895,150.7335
50.083,23.1633,no,0.35,231758.5772,mobile,0.3378,gold,2500.0,7.9869,west,0.5299,148.3583,171.309
56.5672,38.4349,yes,0.35,322000.0241,mobile,0.2135,gold,2500.0,6.519,north,0.6522,180.8918,200.0602
