account_balance,age,credit_score,debt_to_income,default_risk,defaulted,employment_status,income,interest_rate,loan_amount,loan_type,region,tenure_months,transaction_amount
488742.4047,25.7583,580.0,0.6,0.2189,yes,self_employed,55924.438,0.3382,559514.6408,mortgage,west,303.4915,81656.067
411899.3767,28.2191,782.0036,0.6,0.1947,yes,employed,33411.8637,0.0442,603388.572,auto,east,305.2395,2805.8579
98074.0729,18.6806,820.0,0.1877,0.2017,yes,employed,180000.0,0.1157,85496.835,auto,south,206.5338,4488.4089
37537.5769,37.1335,820.0,0.6,0.9587,no,self_employed,150564.6089,0.1484,390945.9866,personal,east,130.0339,12952.5595
246110.3301,66.0537,580.0,0.6,0.477,no,unemployed,180000.0,0.0265,161642.3914,business,north,246.6075,7876.2072
401812.7773,58.5616,761.2954,0.161,0.9637,no,self_employed,155373.9384,0.3306,651569.2176,mortgage,south,335.0911,34142.1875
307970.0913,76.2888,580.0,0.6,0.6829,yes,employed,72494.0777,0.4487,607073.6059,auto,north,345.0116,56690.5192
380821.8304,37.1916,820.0,0.6,0.8951,yes,self_employed,150174.7659,0.2101,170132.7804,auto,east,108.5321,6817.1158
81384.9888,65.8603,580.0,0.4733,0.256,no,self_employed,180000.0,0.2961,140877.02,mortgage,west,47.2559,56873.7763
198606.9475,56.4204,708.3509,0.4408,0.5125,no,unemployed,180000.0,0.148,83948.8029,auto,north,150.5103,45009.7772
346870.101,52.7696,580.0,0.1053,0.3758,yes,self_employed,171469.9842,0.3857,223439.7645,personal,west,315.0747,66915.387
45650.7159,29.1769,580.0,0.6,0.3969,no,unemployed,130501.2044,0.1867,64939.2945,personal,east,125.2452,60437.3377
131971.282,20.3735,580.0,0.47,0.6402,yes,self_employed,96735.7991,0.0238,601276.8747,personal,north,138.7617,93646.0302
17579.5327,71.8173,820.0,0.6,0.2698,yes,self_employed,180000.0,0.0468,69724.42,business,south,147.6094,29834.382
83879.9278,21.332,820.0,0.4285,0.9634,no,unemployed,89774.5897,0.0974,941970.6736,personal,south,174.9402,53551.0936
455424.8871,53.3596,793.8094,0.5609,0.8938,yes,employed,60369.4333,0.328,578700.1157,business,west,54.6284,66406.6299
466247.8937,48.9656,580.0,0.6,0.6739,yes,unemployed,79578.0055,0.3278,988244.4869,auto,east,339.7666,85726.8495
101497.6137,78.7,580.0,0.5461,0.1661,no,self_employed,113889.4149,0.1632,952400.6927,mortgage,east,349.9128,57684.0661
143991.6803,37.0319,791.4309,0.1247,0.4991,yes,employed,180000.0,0.1922,352053.1139,business,west,298.6624,42585.4937
208475.6431,28.9675,656.9351,0.5428,0.3816,no,employed,180000.0,0.313,437774.9249,auto,east,104.1197,62038.0286
321308.539,56.2081,580.0,0.4964,0.7517,yes,self_employed,180000.0,0.0539,444381.3048,business,north,210.5004,3264.5211
386208.9289,52.1985,580.0,0.6,0.9506,yes,employed,105833.4913,0.3593,464215.1543,mortgage,north,327.1537,64486.2967
248856.0152,34.5918,695.2091,0.3074,0.9027,no,employed,180000.0,0.3063,4655.4786,mortgage,south,327.5341,3268.4284
160895.8684,77.468,820.0,0.2418,0.9735,no,unemployed,58605.4606,0.2936,828635.6246,personal,north,289.0754,57785.7837
195590.6999,37.7237,580.0,0.231,0.71,yes,unemployed,38772.7545,0.0621,577145.2805,business,south,142.9483,76217.4247
93918.9141,23.7825,580.0,0.6,0.5933,no,self_employed,25000.0,0.3213,920634.0968,mortgage,north,31.1218,38241.1025
112258.161,73.6704,580.0,0.5354,0.2453,no,unemployed,180000.0,0.3559,770506.3896,auto,east,238.355,27497.2075
46575.0747,75.4863,580.0,0.1418,0.262,no,self_employed,55007.6814,0.044,844701.3013,auto,west,328.8407,20798.0375
27523.7445,77.4715,580.0,0.6,0.3753,no,unemployed,94761.8958,0.4097,808644.7806,auto,east,67.1909,1015.019
487717.0958,79.6119,590.3466,0.6,0.5465,no,unemployed,48358.0922,0.3363,926619.8877,business,north,71.8458,2956.4947
432105.8716,25.1169,580.0,0.3275,0.2198,yes,unemployed,180000.0,0.4235,267956.737,mortgage,west,174.9222,95322.9829
370049.1726,48.7397,607.5939,0.3999,0.1931,yes,employed,52714.8951,0.3123,887371.2338,business,west,103.3465,39283.1996
211070.5524,45.6618,657.7979,0.2717,0.3187,no,self_employed,33160.1744,0.1785,200120.914,business,east,128.9908,89789.5699
478629.6941,33.6899,580.0,0.6,0.8773,yes,employed,180000.0,0.2434,398607.5147,mortgage,north,43.93,80904.2376
27046.5689,58.7312,580.0,0.6,0.1223,no,unemployed,96258.1532,0.0148,329204.9544,auto,west,169.1395,79524.1469
134643.2688,31.1549,580.0,0.561,0.7163,yes,self_employed,180000.0,0.3653,671509.2938,mortgage,north,207.8996,64627.3652
90532.8586,67.769,599.1906,0.6,0.4212,yes,employed,38103.7111,0.0853,327211.3223,auto,west,139.6801,57641.8054
135026.5676,70.1819,580.0,0.6,0.918,yes,self_employed,25000.0,0.2937,69919.3876,mortgage,south,36.9578,80251.5257
194175.6147,52.4999,580.0,0.6,0.3933,yes,unemployed,180000.0,0.21,848747.9766,auto,east,348.2735,12142.1732
104247.3221,69.1783,580.0,0.6,0.8614,no,unemployed,180000.0,0.1096,88472.7117,auto,south,261.5065,81228.3868
440492.8667,20.6707,580.0,0.3043,0.2637,yes,employed,180000.0,0.3583,379866.6859,business,south,252.4233,92485.9159
429566.3986,64.6882,820.0,0.6,0.4133,yes,self_employed,134587.1424,0.0638,527825.1336,personal,north,209.3048,66127.2363
36817.6802,65.5045,726.8288,0.353,0.8355,yes,employed,73470.5011,0.2947,855935.5441,business,east,251.1025,7515.3651
331954.4665,47.0253,580.0,0.4876,0.3405,yes,unemployed,180000.0,0.3451,514170.3534,business,east,114.8692,94438.1915
456203.885,31.5647,580.0,0.6,0.8679,yes,unemployed,154525.7487,0.3532,188359.4959,auto,north,102.1883,16420.4683
225086.6019,24.6448,580.0,0.05,0.4608,no,self_employed,80760.244,0.2195,531119.9665,personal,north,128.6486,11833.5011
66816.2236,49.1358,604.7561,0.0532,0.2726,yes,employed,30245.9966,0.2954,732135.6088,mortgage,west,153.864,29401.2955
254495.4147,24.7694,580.0,0.2489,0.1111,yes,employed,35441.1839,0.4038,575442.8883,personal,west,88.2399,53213.6403
190371.5667,31.6331,794.4412,0.6,0.4952,no,employed,52137.7066,0.0996,637080.7631,business,west,254.9896,28798.5752
366936.2827,70.859,712.7616,0.1702,0.6814,yes,self_employed,50826.9907,0.1561,455488.7113,auto,north,346.5208,66603.4719
486929.1356,72.638,580.0,0.6,0.0097,no,employed,106290.9499,0.2185,1505.9695,mortgage,north,314.739,47257.3519
257887.284,28.3729,580.0,0.0939,0.3046,yes,self_employed,180000.0,0.2092,734947.5966,mortgage,west,356.3561,25734.6939
-3083.8626,39.8628,726.0943,0.6,0.7745,no,employed,180000.0,0.407,595945.6688,personal,north,43.2557,68578.73
326277.1257,26.7813,598.6993,0.2444,0.741,no,self_employed,180000.0,0.1681,744492.9365,personal,north,72.2016,95481.4859
125307.7599,60.1021,820.0,0.391,0.4173,no,self_employed,180000.0,0.1461,41579.4274,personal,south,188.6678,34328.101
137088.3521,78.1071,599.3562,0.6,0.4663,yes,employed,45918.0978,0.4353,623983.236,mortgage,east,240.1624,30365.2563
221467.6729,31.4742,795.2824,0.1234,0.4884,yes,unemployed,25000.0,0.165,834192.9964,business,east,20.815,13772.7407
353730.5206,26.8439,739.8319,0.4321,0.9183,yes,self_employed,87949.8058,0.0241,932968.2963,personal,east,91.7961,67850.3492
445447.1567,75.052,658.2233,0.1733,0.4358,yes,unemployed,180000.0,0.3639,139606.7707,business,south,277.0547,25002.7945
145548.0091,36.4347,820.0,0.4612,0.1834,yes,self_employed,180000.0,0.3769,96494.2777,mortgage,west,190.986,69413.6447
227941.8049,77.6097,580.0,0.6,0.0264,yes,employed,180000.0,0.0489,141015.2982,mortgage,east,326.745,78663.4211
375220.9384,42.3449,580.0,0.05,0.8075,no,self_employed,180000.0,0.2125,54819.0611,auto,south,22.5253,82989.599
278376.1341,60.8168,818.5885,0.1214,0.5846,yes,employed,153735.4405,0.3255,701721.8793,business,north,187.3063,56205.3632
143455.0265,37.2752,820.0,0.05,0.485,no,employed,180000.0,0.0605,535.6939,business,east,218.5533,12104.3207
231608.6257,69.629,580.0,0.0557,0.1218,yes,unemployed,121962.6435,0.4424,820360.8218,auto,west,303.4943,54672.378
64585.6492,19.3428,580.0,0.6,0.2407,no,unemployed,153942.9841,0.3178,200750.8651,personal,south,174.5265,28945.6139
330526.8263,42.2537,718.5916,0.1073,0.4169,yes,employed,128025.0539,0.0223,457353.7388,personal,east,204.4226,1102.9534
453135.2524,39.9931,580.0,0.6,0.4584,yes,unemployed,25000.0,0.0797,500888.0604,auto,north,310.3849,21078.8031
324518.8162,39.8158,731.5255,0.3393,0.7152,yes,self_employed,180000.0,0.1325,762726.283,personal,north,111.146,39393.479
283779.8668,75.4996,765.2388,0.5254,0.1294,no,employed,97898.9071,0.4303,348421.1726,business,north,223.4386,40377.9814
39235.625,24.5857,820.0,0.4764,0.7599,no,unemployed,180000.0,0.3658,732780.7288,personal,west,87.4723,89979.5311
460411.6573,21.8395,580.0,0.05,0.7499,no,unemployed,133017.0073,0.1747,631478.4086,personal,west,13.517,17407.5498
57940.4873,57.5185,633.8809,0.1957,0.4911,no,employed,180000.0,0.1092,742282.8296,auto,east,157.9605,52853.4164
93805.2012,68.2205,820.0,0.3596,0.408,yes,employed,164427.6719,0.0417,185711.7041,business,west,263.6018,91098.939
245433.6455,40.1021,820.0,0.6,0.8016,yes,employed,132224.5407,0.2852,874039.9133,auto,west,206.1874,12720.1112
107592.4878,55.2924,580.0,0.224,0.9406,yes,employed,180000.0,0.1206,703421.6773,business,south,27.2592,87147.4621
193602.0261,21.5122,718.5107,0.1109,0.471,yes,employed,180000.0,0.1257,30463.0407,business,north,123.6822,26088.8496
269014.5473,63.5001,820.0,0.6,0.8783,no,self_employed,71449.5433,0.0421,948023.5978,auto,west,325.8436,70309.3799
295055.2907,55.9708,580.0,0.5514,0.9466,yes,self_employed,81882.0135,0.0284,36082.2847,mortgage,north,184.2147,65034.0465
936.0637,21.4321,764.1679,0.6,0.5342,yes,unemployed,180000.0,0.3101,738054.6083,business,west,200.2411,5214.9896
347682.2717,52.0718,580.0,0.118,0.6157,no,unemployed,180000.0,0.1648,343454.0743,auto,north,330.7505,23817.7827
200663.3967,64.6593,784.641,0.5362,0.0458,yes,employed,180000.0,0.3942,250297.4396,mortgage,east,23.3075,5666.4022
150204.2004,55.3498,820.0,0.6,0.1297,no,self_employed,119947.7766,0.2993,656761.9883,mortgage,north,30.2669,93837.0759
216206.3372,36.7686,580.0,0.5514,0.869,yes,self_employed,74017.5317,0.4029,319199.5196,personal,south,196.2866,10438.7128
30007.4992,74.5471,804.8552,0.521,0.3049,no,unemployed,166336.7338,0.064,725048.3017,personal,west,284.2946,3587.7317
476052.933,19.32,801.7951,0.2703,0.5882,no,self_employed,90823.4413,0.4346,60190.1814,personal,west,308.083,38394.242
12651.9306,30.7553,580.0,0.4311,0.0523,yes,self_employed,92239.2738,0.2483,348130.6362,business,east,12.2792,60874.3205
163881.6363,69.4128,580.0,0.4275,0.7292,yes,unemployed,180000.0,0.0351,109655.5996,personal,west,141.5555,72129.9812
282027.3021,53.2348,611.3477,0.1625,0.3813,yes,employed,180000.0,0.4169,132306.7765,business,south,8.4205,79959.0928
162141.5001,42.4653,669.3283,0.3617,0.6592,yes,self_employed,180000.0,0.3665,608195.1763,business,west,47.3774,56844.5391
225989.377,45.2744,580.0,0.6,0.4802,yes,employed,180000.0,0.1059,59055.5436,personal,north,338.1638,27645.2907
121583.5488,66.7776,580.0,0.4949,0.2274,no,unemployed,53174.1001,0.3933,656150.162,personal,south,86.0641,65460.4283
11397.3493,62.4762,580.0,0.6,0.2591,no,self_employed,77976.0773,0.3085,857561.5623,auto,east,129.1406,71832.2114
248538.349,25.0173,580.0,0.204,0.5704,no,self_employed,180000.0,0.3096,71857.4777,mortgage,south,155.2517,28309.157
487300.4028,73.6383,580.0,0.6,0.2941,no,unemployed,25000.0,0.1721,291227.1966,business,south,56.5726,59123.1522
250506.0327,66.4142,604.9094,0.5815,0.3441,no,employed,65245.7472,0.3755,33083.2288,business,west,262.2747,38109.5852
264873.3658,25.517,820.0,0.6,0.6071,no,self_employed,180000.0,0.2389,317280.8863,business,south,72.6234,57524.7984
107754.2581,37.5186,820.0,0.6,0.445,yes,unemployed,180000.0,0.1904,80150.2265,personal,north,203.0832,7645.3004
218973.6909,43.9687,641.6054,0.6,0.1253,yes,self_employed,161747.1532,0.3516,407913.6312,mortgage,south,211.7577,13814.8773
50161.6515,43.3272,603.0156,0.1484,0.4942,yes,self_employed,180000.0,0.0972,180325.7525,personal,east,165.1027,16677.9276
54462.9552,20.1127,580.0,0.6,0.9899,yes,unemployed,40580.9487,0.3914,918663.6918,business,south,325.821,35437.4228
50705.1183,73.6404,820.0,0.5915,0.6166,yes,unemployed,180000.0,0.0299,738879.049,personal,west,129.7199,44890.0853
137538.4822,47.5806,580.0,0.1835,0.766,yes,unemployed,180000.0,0.4221,84247.5966,personal,west,322.7289,59355.7351
153422.8067,28.9568,733.5199,0.2793,0.773,yes,self_employed,70446.7999,0.227,48763.8032,mortgage,west,187.8109,52519.8391
152474.9335,29.0618,580.0,0.6,0.7346,no,self_employed,180000.0,0.1027,519375.4031,mortgage,north,208.3242,61548.1342
50461.0496,34.9786,580.0,0.6,0.2885,no,employed,180000.0,0.4451,753592.0704,business,north,333.0522,66643.6948
3948.5636,73.9576,820.0,0.5398,0.799,yes,unemployed,25000.0,0.3763,26264.4168,personal,north,75.5213,94180.654
413829.2858,36.2864,580.0,0.6,0.8447,no,self_employed,133877.1139,0.2002,263425.0039,auto,north,311.6275,99307.732
360954.411,38.2812,604.2361,0.2761,0.6306,yes,employed,154340.3898,0.3519,706956.3966,mortgage,north,115.3871,92473.0734
419129.8308,58.9901,820.0,0.05,0.6345,yes,self_employed,25000.0,0.0702,376520.9524,business,west,339.709,67335.0898
405073.1145,63.4808,580.0,0.1986,0.8759,no,unemployed,180000.0,0.3871,749571.2534,business,east,4.1416,6727.0595
203261.2677,34.3106,580.0,0.5839,0.6377,yes,unemployed,145785.6858,0.2991,180474.3024,personal,west,110.1359,23190.1018
396340.5501,42.317,580.0,0.481,0.0965,yes,employed,34597.8589,0.3976,755083.6209,personal,east,105.5559,96936.2449
79859.1646,77.2916,696.3677,0.3476,0.3981,no,employed,39289.3018,0.3982,840200.7678,mortgage,south,311.4513,60106.2781
248818.5755,73.1683,769.6967,0.0608,0.7718,no,self_employed,79219.9706,0.1498,391682.7046,personal,north,160.7767,39868.5525
163319.194,68.7485,580.0,0.4098,0.5725,yes,employed,50794.0078,0.1007,625473.8622,auto,east,341.3924,61330.7838
399230.5677,23.5957,722.8383,0.6,0.7668,no,unemployed,166315.3629,0.2982,518889.674,personal,north,132.2689,19844.783
137995.6169,28.0071,580.0,0.4134,0.553,yes,self_employed,75362.4205,0.016,845559.2211,auto,north,272.5785,52656.0117
134375.7582,19.5032,678.9333,0.6,0.0338,yes,employed,180000.0,0.3677,378167.8079,auto,east,146.0681,81829.7704
247299.9281,61.6163,739.5833,0.05,0.7427,yes,self_employed,162967.6881,0.4143,96008.8961,personal,east,212.9859,39112.9989
144098.5282,46.4521,580.0,0.6,0.5762,yes,unemployed,113597.6367,0.199,222641.8308,business,west,148.0601,27856.5115
-1221.6085,48.8162,580.0,0.3727,0.5466,yes,self_employed,33382.9843,0.1086,975202.9997,auto,south,144.8535,23212.3227
159542.0922,68.2002,820.0,0.0954,0.1693,yes,unemployed,180000.0,0.2255,250344.0738,business,east,53.455,61649.2306
381378.3243,33.6255,580.0,0.3379,0.1506,yes,unemployed,97111.4515,0.2587,406831.0163,personal,south,4.9891,69040.0435
479332.3947,32.6158,580.0,0.483,0.5548,no,employed,180000.0,0.3326,921269.7763,business,east,154.9756,7751.3669
74760.4565,45.1313,820.0,0.05,0.4242,yes,employed,52045.904,0.3634,487449.7802,mortgage,east,270.3907,54708.9579
212094.4953,36.2419,820.0,0.6,0.5225,no,unemployed,180000.0,0.1735,650395.6054,mortgage,south,53.5218,52325.6008
230776.1186,31.0583,580.0,0.6,0.9962,no,employed,180000.0,0.0823,715223.889,personal,east,172.1717,31769.4852
496588.2618,18.3474,720.8788,0.1993,0.0938,no,self_employed,138119.4803,0.0517,625160.2778,auto,north,215.2202,6678.1334
130036.1136,68.8868,820.0,0.5845,0.3058,no,unemployed,180000.0,0.1874,255122.0095,business,east,196.1431,65937.0977
362635.6199,35.3591,580.0,0.1023,0.7969,yes,unemployed,176607.8015,0.3471,330495.1099,personal,north,278.5964,59217.4053
75730.6881,66.5686,820.0,0.0913,0.8034,no,employed,44801.0049,0.0825,874676.7827,personal,west,118.4316,89595.4383
329069.5369,38.2795,600.2251,0.1173,0.5601,no,unemployed,113815.5559,0.1796,474740.7626,business,north,114.299,52199.0485
472199.8658,69.6835,726.8086,0.6,0.5605,yes,employed,147537.9579,0.3571,685524.9013,auto,south,202.1721,43541.9019
426239.8797,65.7862,580.0,0.4241,0.617,no,employed,180000.0,0.4151,191388.5215,personal,south,136.5915,93319.3113
258261.3233,18.3481,580.0,0.0941,0.3689,yes,self_employed,76874.3377,0.4155,606971.0269,auto,south,14.9696,27495.8669
129828.6536,21.5481,643.3086,0.05,0.718,no,employed,141771.9772,0.2773,454753.4784,mortgage,east,65.0362,74993.8499
302589.451,62.2252,723.3837,0.1769,0.8509,yes,employed,25764.5616,0.377,119867.0516,mortgage,north,161.2859,71059.3764
324103.6637,63.7221,580.0,0.6,0.8997,no,unemployed,180000.0,0.0845,986277.1405,personal,west,260.8024,36626.2906
417235.5036,59.5178,580.0,0.6,0.5015,yes,employed,180000.0,0.0469,443677.1714,auto,south,101.3626,19869.1414
129619.201,39.7425,580.0,0.5682,0.6963,no,self_employed,170290.5973,0.2137,116703.5594,auto,north,35.3305,72955.3082
392255.7062,31.4866,580.0,0.0813,0.7243,no,self_employed,74772.9033,0.3784,642496.2328,auto,west,324.8281,19109.4149
350016.1212,29.0363,580.0,0.3155,0.226,yes,employed,57285.342,0.3988,177523.5314,personal,south,108.2908,69756.1185
285135.0438,39.6293,685.0955,0.4497,0.631,no,unemployed,180000.0,0.0262,834806.8301,personal,south,140.688,53795.3405
319464.0716,60.2851,580.0,0.3422,0.9685,no,self_employed,165931.7506,0.337,269315.6378,mortgage,east,186.2383,21072.9879
460178.882,50.0558,678.6682,0.4752,0.4672,no,unemployed,97574.2961,0.2581,658475.6551,mortgage,east,324.7551,32237.8823
70962.755,47.4807,580.0,0.6,0.1871,yes,unemployed,108043.356,0.0816,547004.7175,personal,west,271.4801,43901.4321
231521.7578,33.1025,734.0235,0.6,0.4826,no,self_employed,120944.7783,0.0277,929025.0414,personal,south,86.6462,93475.5098
476530.7895,42.8465,580.0,0.5122,0.9224,no,employed,180000.0,0.4347,942874.9088,mortgage,east,73.851,97242.8028
484865.8152,37.175,759.4939,0.6,0.4587,no,employed,50437.2822,0.0104,147917.264,business,north,318.2148,30128.9321
212639.9298,62.8963,580.0,0.5553,0.7756,no,self_employed,25000.0,0.0801,100363.5172,personal,west,199.289,39405.3355
350174.2913,65.3095,580.0,0.1285,0.763,yes,unemployed,40924.3543,0.3502,898072.2797,personal,east,295.6654,73037.4804
166902.2643,59.5324,820.0,0.05,0.8856,yes,employed,54269.8497,0.1135,362599.2982,business,north,182.0198,160.1522
244974.3407,20.7434,580.0,0.0929,0.3841,yes,self_employed,54782.8179,0.0763,311436.5281,business,north,244.0724,48065.725
193090.2319,50.0756,580.0,0.6,0.3463,no,unemployed,180000.0,0.2986,404771.3124,personal,west,291.0689,16089.217
-4089.7839,58.5367,702.117,0.4225,0.0545,yes,self_employed,128069.3791,0.3365,116400.4403,mortgage,south,291.1437,90821.1787
46952.7909,29.0881,580.0,0.6,0.8703,yes,self_employed,25000.0,0.0131,948227.1157,auto,west,255.6006,25784.3974
133674.1173,25.5362,593.7728,0.3671,0.8892,yes,employed,180000.0,0.121,337793.0139,mortgage,south,108.7236,81917.1151
202700.7192,45.6997,580.0,0.05,0.1117,no,unemployed,180000.0,0.2438,396516.4617,business,west,65.5584,53498.985
209861.2787,35.0312,820.0,0.6,0.2441,no,self_employed,180000.0,0.3774,732821.4335,mortgage,east,189.9105,45842.4985
64842.7281,78.5643,682.6887,0.6,0.3819,no,employed,180000.0,0.0447,927476.8309,mortgage,east,270.4883,42253.5684
416795.1918,44.873,580.0,0.1916,0.261,yes,unemployed,91657.2244,0.2362,854316.5277,personal,north,90.0196,79895.611
377966.7132,45.0906,748.1219,0.6,0.2769,yes,employed,180000.0,0.276,909791.5366,auto,west,245.1203,27268.6677
325178.5215,35.0357,580.0,0.6,0.6349,yes,unemployed,30047.1615,0.1089,709154.0056,personal,south,81.9176,61139.0165
266143.5413,47.4874,634.5943,0.343,0.3196,no,unemployed,180000.0,0.0768,854428.811,personal,south,181.1339,53224.5044
195498.4946,58.9633,642.788,0.0786,0.4865,yes,self_employed,180000.0,0.0466,748136.8906,personal,east,192.0643,30403.969
69509.2539,54.2661,674.5591,0.5649,0.4154,yes,unemployed,180000.0,0.3406,284245.7372,business,west,268.6266,98968.0343
299632.0889,70.6794,580.0,0.2183,0.9921,yes,unemployed,171652.7597,0.0886,159537.9594,personal,south,280.5763,73446.3367
373153.2694,43.9272,659.5491,0.3194,0.3632,yes,employed,32585.9944,0.3993,960259.2805,personal,west,274.9459,31778.1919
375982.3743,35.7496,820.0,0.157,0.8733,no,self_employed,120616.2537,0.0115,829951.3669,personal,west,275.3678,65619.4051
199249.8401,57.4578,671.3256,0.1386,0.6199,no,employed,180000.0,0.2738,732281.9207,personal,east,340.5396,32502.706
475441.5012,19.4086,660.8056,0.6,0.3893,no,employed,153889.3007,0.0949,913250.1614,personal,north,166.4235,72306.2877
154589.3429,36.1649,820.0,0.207,0.4612,no,unemployed,74269.0443,0.2754,989718.4712,mortgage,north,287.441,97280.5559
114880.3615,62.7669,580.0,0.6,0.682,yes,unemployed,122497.6656,0.2387,470474.1204,auto,east,140.5577,78304.4902
213645.7715,69.3207,580.0,0.6,0.8283,yes,self_employed,180000.0,0.0276,399729.7237,auto,east,334.0782,62927.1904
64451.7072,34.2749,795.1372,0.6,0.1118,no,self_employed,51517.0864,0.1917,340164.7068,auto,south,328.9319,79555.5144
317438.1414,22.5923,820.0,0.4916,0.2447,yes,unemployed,78739.8665,0.1399,444949.7294,auto,north,284.0925,69956.4677
65492.2269,35.8827,580.0,0.3709,0.3627,yes,unemployed,88074.2711,0.4257,158723.2942,mortgage,north,229.3004,47529.009
369303.9148,61.0951,580.0,0.2923,0.3842,yes,self_employed,180000.0,0.0223,212056.2125,personal,west,111.1555,58423.8932
305414.5956,28.5654,580.0,0.1559,0.8526,yes,employed,94974.5741,0.1747,865475.9839,personal,west,176.2327,16912.9186
-2741.3762,76.7108,580.0,0.3093,0.2243,yes,unemployed,84216.3491,0.3523,789379.6093,auto,north,235.0488,35650.7899
368102.7095,40.5407,580.0,0.6,0.952,no,employed,152717.5341,0.1294,961675.3514,personal,north,305.2382,53773.3714
114793.0452,67.4307,580.0,0.6,0.8575,yes,employed,69273.6392,0.3256,177841.9594,business,east,352.6378,26577.0681
452131.8934,26.218,580.0,0.2077,0.2439,no,employed,180000.0,0.22,98721.0989,personal,east,317.7457,5109.2289
215368.0162,47.5142,580.0,0.5894,0.5983,yes,unemployed,90688.3271,0.0142,430040.7716,business,west,326.081,71998.4254
496041.2204,33.6084,580.0,0.2707,0.6311,no,self_employed,99263.1804,0.2226,284113.8265,mortgage,south,233.3648,26420.7262
309220.0782,24.9111,753.9673,0.1822,0.0065,yes,employed,180000.0,0.2342,496040.0333,personal,south,66.8299,76044.0208
315320.3174,51.3926,580.0,0.6,0.7629,yes,unemployed,64751.7181,0.2308,320355.8529,business,north,192.3526,10292.6088
155120.3683,29.8981,580.0,0.1718,0.1579,yes,unemployed,180000.0,0.1533,516708.0639,mortgage,north,172.1377,59523.3694
465750.2082,47.2629,813.7425,0.3036,0.145,yes,self_employed,100782.9272,0.1657,745341.3287,auto,west,163.5457,42530.366
18206.7869,43.3448,687.4756,0.1399,0.4569,yes,employed,82987.9876,0.3702,202611.9886,mortgage,west,239.3535,25593.6771
393369.1846,38.1925,635.9834,0.1995,0.215,yes,unemployed,151380.0832,0.3868,107281.1588,personal,east,89.8002,32548.9782
388426.2513,42.1839,820.0,0.6,0.2498,yes,self_employed,180000.0,0.2679,59787.1637,mortgage,east,23.0329,34269.8503
230638.8421,72.6127,580.0,0.6,0.7324,yes,employed,180000.0,0.3945,590013.4131,mortgage,south,207.9495,56184.0767
273903.9604,68.6732,713.7421,0.1405,0.7699,yes,unemployed,180000.0,0.3177,739188.7145,business,north,344.7204,36123.6
153846.2371,32.1163,580.0,0.199,0.9714,yes,self_employed,78448.7206,0.2756,932714.9071,personal,east,53.0764,64224.3814
414153.9673,21.7378,820.0,0.3735,0.5657,yes,unemployed,180000.0,0.4323,873144.345,mortgage,east,119.764,53881.4004
364561.2421,53.049,820.0,0.6,0.5318,no,employed,180000.0,0.3824,88186.3904,personal,south,332.3314,61003.5383
227514.7346,73.1401,820.0,0.1522,0.3304,yes,employed,55320.4728,0.2631,454320.0568,personal,south,281.8573,73946.1217
-6759.4821,69.3498,580.0,0.2252,0.4271,no,unemployed,78397.0321,0.1081,674701.0435,mortgage,north,119.6031,45775.8743
86312.1619,27.1936,580.0,0.1009,0.5334,yes,employed,180000.0,0.0274,127759.8803,business,north,127.4215,6927.6188
144494.0485,44.3056,580.0,0.6,0.2172,yes,employed,107248.0848,0.0704,898930.1921,personal,north,159.9518,83415.8901
184012.4482,45.7024,580.0,0.2056,0.3805,no,employed,180000.0,0.0509,175509.2354,business,east,329.0421,72452.1095
469754.8408,63.9198,580.0,0.6,0.4151,yes,employed,63887.9109,0.0499,507156.7301,auto,west,173.6385,50874.0168
399739.9533,42.8191,814.4958,0.3547,0.9457,no,unemployed,180000.0,0.201,847884.2532,personal,west,110.3479,99970.6567
-1916.4849,77.7825,737.7775,0.6,0.0454,yes,employed,180000.0,0.088,9769.3103,auto,north,188.1481,14022.8962
431835.9811,58.979,580.0,0.4149,0.1575,no,self_employed,52553.5767,0.422,965317.5385,auto,north,267.8821,81032.1571
5289.8646,30.6528,580.0,0.3732,0.8414,no,self_employed,180000.0,0.0225,26317.1179,auto,west,13.1734,47050.762
378876.1703,62.7964,580.0,0.1001,0.3487,yes,unemployed,67587.2044,0.1947,66792.5621,personal,north,348.8368,46443.8675
427026.9928,68.1844,580.0,0.4762,0.8995,no,self_employed,77801.6246,0.1521,540216.0985,personal,north,344.6152,66843.5266
54174.818,49.9135,783.2685,0.1426,0.6592,yes,employed,180000.0,0.3256,282658.6286,mortgage,south,222.5602,24978.6296
352334.8392,46.6532,654.4708,0.5169,0.9876,no,unemployed,80751.0362,0.4058,328280.0416,personal,east,136.7931,14522.9547
395039.3767,78.7309,580.0,0.6,0.8354,no,unemployed,72110.9693,0.1846,12206.6544,personal,west,174.6372,85768.1873
496276.3792,46.098,580.0,0.4399,0.745,yes,self_employed,180000.0,0.2364,337681.666,personal,east,358.8168,18632.7535
330686.4694,39.2273,611.4438,0.0631,0.3654,no,employed,180000.0,0.4345,126665.0552,mortgage,north,84.0836,45743.8864
435386.4369,37.0359,580.0,0.6,0.083,no,employed,180000.0,0.2321,397859.3201,business,east,339.0262,99854.4808
91325.3315,64.1649,615.3448,0.6,0.5629,no,self_employed,159637.9006,0.0307,533389.678,business,east,195.5862,69369.7811
337002.4194,57.3643,815.3645,0.2263,0.9306,no,self_employed,180000.0,0.248,955152.8897,mortgage,west,154.3736,20220.4101
